"ensembl_gene_id","external_gene_name","description","gene_biotype","baseMean","log2FoldChange","lfcSE","pvalue","padj","diffexpressed","delabel"
"ENSG00000144837","PLA1A","phospholipase A1 member A [Source:HGNC Symbol;Acc:HGNC:17661]","protein_coding",5348.52925651182,-15.3882418719784,3.53456356922847,3.33378020826487e-22,6.0574318037017e-21,"DOWN",NA
"ENSG00000153283","CD96","CD96 molecule [Source:HGNC Symbol;Acc:HGNC:16892]","protein_coding",1525.81382104701,-13.2750266799784,3.39343599695265,1.7269941524699e-14,1.8994932978113e-13,"DOWN",NA
"ENSG00000154165","GPR15","G protein-coupled receptor 15 [Source:HGNC Symbol;Acc:HGNC:4469]","protein_coding",17961.6492868507,-17.3069308040875,3.71897611970189,1.0210369166937e-27,2.55295117992992e-26,"DOWN",NA
"ENSG00000158186","MRAS","muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]","protein_coding",2313.66962814187,10.2338346639927,0.957406040436976,3.67303234525166e-27,8.92506083277462e-26,"UP",NA
"ENSG00000163687","DNASE1L3","deoxyribonuclease 1 like 3 [Source:HGNC Symbol;Acc:HGNC:2959]","protein_coding",672.784408445755,-12.021554999202,3.19959581087978,6.60657365681503e-14,6.98563533374266e-13,"DOWN",NA
"ENSG00000163823","CCR1","C-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1602]","protein_coding",2540.87183468604,-11.5304415836583,1.47560245616764,9.95743565394327e-15,1.11546800825709e-13,"DOWN",NA
"ENSG00000164047","CAMP","cathelicidin antimicrobial peptide [Source:HGNC Symbol;Acc:HGNC:1472]","protein_coding",642.515671984324,-11.9056483759356,3.21504804584006,6.09621116119741e-13,5.9445370932389e-12,"DOWN",NA
"ENSG00000172037","LAMB2","laminin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6487]","protein_coding",4246.25855771804,10.9458862187001,0.57677237548041,2.03161688051639e-80,3.80313333672456e-78,"UP",NA
"ENSG00000172578","KLHL6","kelch like family member 6 [Source:HGNC Symbol;Acc:HGNC:18653]","protein_coding",1220.85591739622,-13.0029887444017,3.30437428711554,5.16408850109665e-16,6.31723878805693e-15,"DOWN",NA
"ENSG00000173200","PARP15","poly(ADP-ribose) polymerase family member 15 [Source:HGNC Symbol;Acc:HGNC:26876]","protein_coding",2205.50315937789,-13.9436158181751,3.36305593635465,1.48758750510446e-18,2.15848112545856e-17,"DOWN",NA
"ENSG00000177494","ZBED2","zinc finger BED-type containing 2 [Source:HGNC Symbol;Acc:HGNC:20710]","protein_coding",479.92364735773,-11.34379680201,3.24074731257059,1.14051600355295e-10,9.01952261397875e-10,"DOWN",NA
"ENSG00000179348","GATA2","GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]","protein_coding",6469.87946451465,12.6359064050254,0.531505586755167,1.83017878698995e-124,1.67986797435523e-121,"UP",NA
"ENSG00000180353","HCLS1","hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol;Acc:HGNC:4844]","protein_coding",23078.3537776987,-13.92114713441,1.052358964042,3.68635631260418e-38,1.50274473522692e-36,"DOWN",NA
"ENSG00000180767","CHST13","carbohydrate sulfotransferase 13 [Source:HGNC Symbol;Acc:HGNC:21755]","protein_coding",206.414635707553,10.0070555346463,0.979033870076285,3.3659530598569e-24,6.90020377270665e-23,"UP",NA
"ENSG00000181359","HSP90AA6P","heat shock protein 90 alpha family class A member 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:32536]","transcribed_processed_pseudogene",1059.8549482629,11.2518966055294,0.667151929638107,1.09494989679692e-63,1.20758544044416e-61,"UP",NA
"ENSG00000183770","FOXL2","forkhead box L2 [Source:HGNC Symbol;Acc:HGNC:1092]","protein_coding",206.818188578911,10.0154786098791,0.945585857041493,8.78834766438603e-26,1.97366728052439e-24,"UP",NA
"ENSG00000185565","LSAMP","limbic system associated membrane protein [Source:HGNC Symbol;Acc:HGNC:6705]","protein_coding",365.502157061105,-10.9688782734804,3.12884922547911,3.41729412534961e-11,2.84647795792441e-10,"DOWN",NA
"ENSG00000186265","BTLA","B and T lymphocyte associated [Source:HGNC Symbol;Acc:HGNC:21087]","protein_coding",10933.2894547581,-12.8519777711745,1.03338936500357,1.87651862697879e-33,6.28170129553583e-32,"DOWN",NA
"ENSG00000186446","ZNF501","zinc finger protein 501 [Source:HGNC Symbol;Acc:HGNC:23717]","protein_coding",394.565653867656,-11.1669269004357,3.08551380905203,8.51511155668736e-13,8.18543865655345e-12,"DOWN",NA
"ENSG00000186684","CYP27C1","cytochrome P450 family 27 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:33480]","protein_coding",306.055396629476,14.551367481029,3.28855014749752,1.15439668868994e-29,3.22347432580801e-28,"UP",NA
"ENSG00000196549","MME","membrane metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:7154]","protein_coding",1133.29706237081,10.2698514768329,0.536389067542387,3.87993339472105e-82,7.66664061204117e-80,"UP",NA
"ENSG00000196639","HRH1","histamine receptor H1 [Source:HGNC Symbol;Acc:HGNC:5182]","protein_coding",580.61206836572,12.065018086918,1.07060723175939,4.57697409412695e-29,1.23326913706712e-27,"UP",NA
"ENSG00000198829","SUCNR1","succinate receptor 1 [Source:HGNC Symbol;Acc:HGNC:4542]","protein_coding",653.468139289995,-11.9055193622496,3.25646963316004,2.93821260408078e-12,2.6951612326407e-11,"DOWN",NA
"ENSG00000206262","FOXL2NB","FOXL2 neighbor [Source:HGNC Symbol;Acc:HGNC:34428]","protein_coding",151.850912750492,13.4267360353263,3.21978412484174,1.0793523745342e-23,2.12981223751706e-22,"UP",NA
"ENSG00000206538","VGLL3","vestigial like family member 3 [Source:HGNC Symbol;Acc:HGNC:24327]","protein_coding",2634.13343984439,11.8211242452803,0.566224921755308,1.10160107673525e-96,3.96771608068669e-94,"UP",NA
"ENSG00000215612","HMX1","H6 family homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5017]","protein_coding",200.958506475626,13.8835754710105,3.24430954201397,2.06548395962253e-26,4.81731808090979e-25,"UP",NA
"ENSG00000216425","PIMREGP2","PIMREG pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54613]","processed_pseudogene",39.8294405103345,11.180012003364,3.09747811873006,1.58254635944141e-13,1.63237326822633e-12,"UP",NA
"ENSG00000227118","BTF3P13","basic transcription factor 3 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:1128]","processed_pseudogene",198.430055945113,13.8665406498608,3.24693783743962,2.75236280164213e-26,6.35679636022121e-25,"UP",NA
"ENSG00000230266","XXYLT1-AS2","XXYLT1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:41154]","lncRNA",415.650992282617,-11.2154293896831,3.13315742617874,4.49688021357556e-12,4.05817410710685e-11,"DOWN",NA
"ENSG00000231158","PTP4A1P1","PTP4A1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:41928]","processed_pseudogene",91.8677458610679,12.6088209575186,3.1599523844311,3.36066325270918e-20,5.41167584564726e-19,"UP",NA
"ENSG00000233276","GPX1","glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]","protein_coding",4440.04826431454,-10.8964959454741,1.15263835947074,7.90691179671873e-22,1.40351383820234e-20,"DOWN",NA
"ENSG00000233308","OSTN-AS1","OSTN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41250]","lncRNA",609.067470790783,-11.7538642428812,3.28594389510847,2.32206196596367e-11,1.95884824131427e-10,"DOWN",NA
"ENSG00000240471","PHB1P8","PHB1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39287]","processed_pseudogene",247.392771947798,10.8205666298912,1.0745868003341,1.5486207506268e-23,3.02848486861408e-22,"UP",NA
"ENSG00000241163","LINC00877","long intergenic non-protein coding RNA 877 [Source:HGNC Symbol;Acc:HGNC:27706]","lncRNA",681.988880695138,-12.045136494284,3.19898670699254,5.20977077644875e-14,5.56034574917752e-13,"DOWN",NA
"ENSG00000244300","GATA2-AS1","GATA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51108]","lncRNA",865.235514901405,13.5324363083398,1.38444893317376,1.1252844056647e-34,3.99735861158343e-33,"UP",NA
"ENSG00000250562","RPL38P4","RPL38 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:48867]","processed_pseudogene",245.011935415796,-10.3337272612924,3.03352829911834,1.27447119450591e-10,1.00314808764789e-09,"DOWN",NA
"ENSG00000251587","LDHAP1","lactate dehydrogenase A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:6536]","processed_pseudogene",21.7221493688348,10.0374169299211,3.11819933739113,6.24381172909756e-09,4.17830242097229e-08,"UP",NA
"ENSG00000270959","LPP-AS2","LPP antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:27952]","lncRNA",95.3584633386564,10.2338862500277,1.43650523785743,2.97606072358325e-18,4.22559041062065e-17,"UP",NA
"ENSG00000271856","LINC01215","long intergenic non-protein coding RNA 1215 [Source:HGNC Symbol;Acc:HGNC:49651]","lncRNA",1939.77439557793,-13.6635148539454,3.45885827610964,6.39292599869769e-15,7.24718391900176e-14,"DOWN",NA
"ENSG00000019582","CD74","CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]","protein_coding",304555.153374208,-14.1715093365954,0.628438859502771,1.73310315674129e-115,1.04922802599823e-112,"DOWN",NA
"ENSG00000039560","RAI14","retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873]","protein_coding",4272.75664345235,10.6037626569813,0.949686853746433,2.11471212283413e-29,5.81372161769299e-28,"UP",NA
"ENSG00000040731","CDH10","cadherin 10 [Source:HGNC Symbol;Acc:HGNC:1749]","protein_coding",1763.31018960727,12.7682187621129,0.809556892024677,4.30491567320546e-55,3.39313214862571e-53,"UP",NA
"ENSG00000043462","LCP2","lymphocyte cytosolic protein 2 [Source:HGNC Symbol;Acc:HGNC:6529]","protein_coding",1228.88158174802,-12.9804718623285,3.27866754193808,8.12807107061293e-16,9.79153828294751e-15,"DOWN",NA
"ENSG00000109205","ODAM","odontogenic, ameloblast associated [Source:HGNC Symbol;Acc:HGNC:26043]","protein_coding",22.6705524787454,10.1310569333263,3.10379200369697,2.08269364591259e-09,1.45855193208951e-08,"UP",NA
"ENSG00000109472","CPE","carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]","protein_coding",5367.04064713852,10.0217006005907,0.542443463895734,8.48956832646188e-77,1.46401319491604e-74,"UP",NA
"ENSG00000109684","CLNK","cytokine dependent hematopoietic cell linker [Source:HGNC Symbol;Acc:HGNC:17438]","protein_coding",1219.92691283451,-12.9691289668524,3.27726944015397,8.3622850853901e-16,1.00609073919531e-14,"DOWN",NA
"ENSG00000112183","RBM24","RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539]","protein_coding",1736.7662351029,10.2286349298544,0.615460934971348,8.6671806716349e-63,9.20208801607088e-61,"UP",NA
"ENSG00000113209","PCDHB5","protocadherin beta 5 [Source:HGNC Symbol;Acc:HGNC:8690]","protein_coding",356.441778217135,14.793786671602,3.30387743440449,5.21200392589783e-31,1.55127991325833e-29,"UP",NA
"ENSG00000113430","IRX4","iroquois homeobox 4 [Source:HGNC Symbol;Acc:HGNC:6129]","protein_coding",25.5682640995212,10.3657985514403,3.09546127286365,2.85261527289419e-10,2.16969566893695e-09,"UP",NA
"ENSG00000120149","MSX2","msh homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7392]","protein_coding",248.091069443143,11.6801856453605,1.39295171702878,1.8652125002617e-25,4.12696395664435e-24,"UP",NA
"ENSG00000132465","JCHAIN","joining chain of multimeric IgA and IgM [Source:HGNC Symbol;Acc:HGNC:5713]","protein_coding",139502.082299666,-20.4632528364573,4.05606712458376,3.52642560533049e-33,1.16404772823751e-31,"DOWN",NA
"ENSG00000134061","CD180","CD180 molecule [Source:HGNC Symbol;Acc:HGNC:6726]","protein_coding",9463.97693457978,-16.2866436013018,3.63196652731617,3.94685372812047e-24,7.99884444301566e-23,"DOWN",NA
"ENSG00000137273","FOXF2","forkhead box F2 [Source:HGNC Symbol;Acc:HGNC:3810]","protein_coding",322.687644932461,14.6447290880982,3.30483536041872,4.37808461387215e-30,1.24325368865387e-28,"UP",NA
"ENSG00000138675","FGF5","fibroblast growth factor 5 [Source:HGNC Symbol;Acc:HGNC:3683]","protein_coding",215.499048865387,11.4694266947159,1.39581811764113,1.94284462222937e-24,4.01756547099669e-23,"UP",NA
"ENSG00000145242","EPHA5","EPH receptor A5 [Source:HGNC Symbol;Acc:HGNC:3389]","protein_coding",655.602536004023,10.5015752700595,0.755491587255342,1.43122125709283e-44,7.54147586098505e-43,"UP",NA
"ENSG00000145526","CDH18","cadherin 18 [Source:HGNC Symbol;Acc:HGNC:1757]","protein_coding",332.097759941006,10.3383790204652,0.830761780539702,4.20696733773e-35,1.51717425383738e-33,"UP",NA
"ENSG00000145850","TIMD4","T cell immunoglobulin and mucin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25132]","protein_coding",476.755193496294,-11.4618403415511,3.13447752304791,5.60941628572697e-13,5.49244084632055e-12,"DOWN",NA
"ENSG00000151388","ADAMTS12","ADAM metallopeptidase with thrombospondin type 1 motif 12 [Source:HGNC Symbol;Acc:HGNC:14605]","protein_coding",953.085071836652,-10.0669085042669,1.38626242134128,9.15877810595465e-13,8.78341328705203e-12,"DOWN",NA
"ENSG00000152377","SPOCK1","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:11251]","protein_coding",5223.58839625557,12.0917393242317,0.47582138965135,2.3282212954083e-142,3.68040048553044e-139,"UP",NA
"ENSG00000153130","SCOC","short coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:20335]","protein_coding",8637.76933980667,-13.3015393942763,1.46645709017405,2.15576804760577e-19,3.31568778522025e-18,"DOWN",NA
"ENSG00000157111","TMEM171","transmembrane protein 171 [Source:HGNC Symbol;Acc:HGNC:27031]","protein_coding",45.2983538095569,11.4079784909065,3.10129031836162,1.30341823821612e-14,1.44646889821379e-13,"UP",NA
"ENSG00000163623","NKX6-1","NK6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7839]","protein_coding",71.5623889416704,12.1912818176745,3.13549953819514,3.27485383649212e-18,4.64057226412086e-17,"UP",NA
"ENSG00000163739","CXCL1","C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]","protein_coding",108.993162025335,10.4257672188932,1.41440176769721,1.55382477502177e-19,2.40546954017787e-18,"UP",NA
"ENSG00000164107","HAND2","heart and neural crest derivatives expressed 2 [Source:HGNC Symbol;Acc:HGNC:4808]","protein_coding",94.6678588926203,10.2201613489374,1.42676636394359,1.56744220068501e-18,2.27203262242951e-17,"UP",NA
"ENSG00000164176","EDIL3","EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173]","protein_coding",4678.63798885423,11.4173182064748,1.87106404002944,3.71574500343241e-10,2.79851266086993e-09,"UP",NA
"ENSG00000164294","GPX8","glutathione peroxidase 8 (putative) [Source:HGNC Symbol;Acc:HGNC:33100]","protein_coding",1004.15501173461,16.4406594384212,3.44309871299007,3.07751391748547e-39,1.31285728647873e-37,"UP",NA
"ENSG00000164379","FOXQ1","forkhead box Q1 [Source:HGNC Symbol;Acc:HGNC:20951]","protein_coding",28.1783421156161,10.5502256161008,3.09208772720447,5.59535345750555e-11,4.55870921110463e-10,"UP",NA
"ENSG00000166530","HSBP1P2","heat shock factor binding protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37300]","processed_pseudogene",234.914771069112,14.1382314873628,3.26549863847269,9.87626496845576e-28,2.47158525428707e-26,"UP",NA
"ENSG00000168269","FOXI1","forkhead box I1 [Source:HGNC Symbol;Acc:HGNC:3815]","protein_coding",1335.34973520358,12.7406331807943,0.928793847285278,4.79446568197357e-42,2.28512104715035e-40,"UP",NA
"ENSG00000168421","RHOH","ras homolog family member H [Source:HGNC Symbol;Acc:HGNC:686]","protein_coding",11681.7071080272,-12.9451658535196,1.06008564189549,1.95669054118266e-32,6.19306703657525e-31,"DOWN",NA
"ENSG00000169851","PCDH7","protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659]","protein_coding",1873.82556040683,11.457235481623,2.41725705614418,4.52085004963301e-07,2.43721612944785e-06,"UP",NA
"ENSG00000170476","MZB1","marginal zone B and B1 cell specific protein [Source:HGNC Symbol;Acc:HGNC:30125]","protein_coding",13109.1538061026,-12.5809927372886,0.876025535913102,7.42249205457106e-45,3.94029083807397e-43,"DOWN",NA
"ENSG00000172201","ID4","inhibitor of DNA binding 4 [Source:HGNC Symbol;Acc:HGNC:5363]","protein_coding",1911.23080638365,10.2622048991051,0.55059049468341,1.34405521301401e-77,2.40526710887426e-75,"UP",NA
"ENSG00000174123","TLR10","toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]","protein_coding",13636.5945931776,-12.2112206501148,0.777695731827825,6.38434067351752e-55,4.94986456469394e-53,"DOWN",NA
"ENSG00000175745","NR2F1","nuclear receptor subfamily 2 group F member 1 [Source:HGNC Symbol;Acc:HGNC:7975]","protein_coding",565.002665185481,12.903220456122,1.38649845636566,2.09873434910394e-31,6.33942538953329e-30,"UP",NA
"ENSG00000179046","TRIML2","tripartite motif family like 2 [Source:HGNC Symbol;Acc:HGNC:26378]","protein_coding",399.22918225986,14.9837573733679,3.32963429781969,7.0716798467866e-32,2.19191261830573e-30,"UP",NA
"ENSG00000184160","ADRA2C","adrenoceptor alpha 2C [Source:HGNC Symbol;Acc:HGNC:283]","protein_coding",735.641850615191,13.2992458530719,1.38512715182445,1.84890789253608e-33,6.1965636247611e-32,"UP",NA
"ENSG00000184347","SLIT3","slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]","protein_coding",2148.75667407546,11.4961055201504,0.606713195687169,1.18312455048831e-80,2.24430839730628e-78,"UP",NA
"ENSG00000187653","TMSB4XP8","TMSB4X pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:11885]","processed_pseudogene",36038.5669465052,-11.4861725371382,0.69203725063733,1.69998735507913e-63,1.86044000774699e-61,"DOWN",NA
"ENSG00000196159","FAT4","FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]","protein_coding",1251.20375439505,10.9536966876469,0.655189418474947,1.77293293337027e-63,1.93283653969799e-61,"UP",NA
"ENSG00000197888","UGT2B17","UDP glucuronosyltransferase family 2 member B17 [Source:HGNC Symbol;Acc:HGNC:12547]","protein_coding",7472.23567701887,-15.8135068937095,3.63919035791984,2.31979880671493e-19,3.56219941965821e-18,"DOWN",NA
"ENSG00000198865","CCDC152","coiled-coil domain containing 152 [Source:HGNC Symbol;Acc:HGNC:34438]","protein_coding",759.98462888379,-12.1483235023007,3.293321974947,1.67654183099757e-12,1.5681893905064e-11,"DOWN",NA
"ENSG00000214485","RPL7P1","ribosomal protein L7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10367]","processed_pseudogene",16011.3867264463,-10.0710925722677,0.659125165184819,6.20388279521579e-54,4.73258126153003e-52,"DOWN",NA
"ENSG00000223652","PRDM6-AS1","PRDM6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55869]","lncRNA",23.2458196881072,10.182273008081,3.1004130901807,1.30502101307261e-09,9.33460731673407e-09,"UP",NA
"ENSG00000244361","RPL30P7","ribosomal protein L30 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36402]","processed_pseudogene",88.5191456644466,12.5475462894336,3.15500571042947,5.70469815394701e-20,9.07330806441634e-19,"UP",NA
"ENSG00000248626","GAPDHP40","glyceraldehyde 3 phosphate dehydrogenase pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:37797]","processed_pseudogene",3198.56139206273,11.4396753027683,0.685245462549936,1.91315351681172e-63,2.07774313615881e-61,"UP",NA
"ENSG00000250162","CSNK1A1P3","casein kinase 1 alpha 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38669]","processed_pseudogene",44.9504682932607,11.389336282714,3.10489041145758,2.21088525620261e-14,2.41491474395351e-13,"UP",NA
"ENSG00000250391","CRLF3P2","CRLF3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54733]","processed_pseudogene",34.9396692307596,10.9471827450132,3.09149517640838,1.30665865881828e-12,1.23356554339799e-11,"UP",NA
"ENSG00000250846","EPHA5-AS1","EPHA5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50602]","lncRNA",23.6150807783704,10.2171733022057,3.09656205335504,8.86881928004031e-10,6.47558080046874e-09,"UP",NA
"ENSG00000250986","LINC02600","long intergenic non-protein coding RNA 2600 [Source:HGNC Symbol;Acc:HGNC:53177]","lncRNA",283.295467044576,14.4400832455131,3.29033567514405,3.32239627778664e-29,9.05512104292539e-28,"UP",NA
"ENSG00000259663","ISL1-DT","ISL1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55414]","lncRNA",21.2926363669563,10.0148614773605,3.10348538056461,4.37025452739443e-09,2.96922689404205e-08,"UP",NA
"ENSG00000270906","MTND4P35","MT-ND4 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:51949]","processed_pseudogene",40.7312176620255,11.2029126897782,3.11481585022572,4.18838747339371e-13,4.14382396272408e-12,"UP",NA
"ENSG00000276778","LINC02227","long intergenic non-protein coding RNA 2227 [Source:HGNC Symbol;Acc:HGNC:53096]","lncRNA",209.871213421136,-10.0828109399714,2.99905822206743,2.45079931900341e-10,1.8775649019374e-09,"DOWN",NA
"ENSG00000006377","DLX6","distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]","protein_coding",61.6157166010703,11.9387606886796,3.12229811368026,4.7423071094347e-17,6.22405934003022e-16,"UP",NA
"ENSG00000060303","RPS17P5","ribosomal protein S17 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:21352]","processed_pseudogene",47.5780470730369,11.493654721541,3.10478443751392,5.78702517604778e-15,6.58656057437054e-14,"UP",NA
"ENSG00000074706","IPCEF1","interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204]","protein_coding",4700.66053595005,-12.4615573146822,1.42937841448844,1.00484039003271e-17,1.38324762738224e-16,"DOWN",NA
"ENSG00000075223","SEMA3C","semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]","protein_coding",12535.2131693147,14.1503381787523,0.844670859237612,4.74565615710334e-63,5.07642482309091e-61,"UP",NA
"ENSG00000096696","DSP","desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]","protein_coding",3430.17791227619,11.6987258987503,0.573308983887101,1.0336196381066e-92,3.12878863645586e-90,"UP",NA
"ENSG00000105880","DLX5","distal-less homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2918]","protein_coding",128.352460985067,13.1589722279148,3.19475155822082,6.49117797313305e-23,1.23215462339912e-21,"UP",NA
"ENSG00000105976","MET","MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]","protein_coding",11213.0069765346,11.1525687832567,0.690927456701986,7.88604750330119e-59,7.26179921226318e-57,"UP",NA
"ENSG00000106066","CPVL","carboxypeptidase vitellogenic like [Source:HGNC Symbol;Acc:HGNC:14399]","protein_coding",1857.54903683671,11.0189848563338,1.91311067272759,2.17910149706714e-09,1.5238179896178e-08,"UP",NA
"ENSG00000106236","NPTX2","neuronal pentraxin 2 [Source:HGNC Symbol;Acc:HGNC:7953]","protein_coding",2565.07171099727,10.4654200112504,0.838308969349765,2.55295980811216e-36,9.67269219441058e-35,"UP",NA
"ENSG00000106560","GIMAP2","GTPase, IMAP family member 2 [Source:HGNC Symbol;Acc:HGNC:21789]","protein_coding",5058.26599548583,-10.2323459651086,0.779561890209833,2.68018655791431e-39,1.14679741832923e-37,"DOWN",NA
"ENSG00000106571","GLI3","GLI family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:4319]","protein_coding",711.666938049179,10.8739733018831,0.723897105713002,4.19185835319259e-51,2.86719080725341e-49,"UP",NA
"ENSG00000111799","COL12A1","collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]","protein_coding",3908.26606793636,10.7543551217809,0.612725030190103,1.31133839636337e-69,1.74358984720203e-67,"UP",NA
"ENSG00000111863","ADTRP","androgen dependent TFPI regulating protein [Source:HGNC Symbol;Acc:HGNC:21214]","protein_coding",385.260257220268,-11.0095977107501,3.18906704707742,1.64588656764211e-10,1.28307003823805e-09,"DOWN",NA
"ENSG00000112137","PHACTR1","phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:20990]","protein_coding",11662.368609986,-10.1564523381205,0.462112862357008,1.10171521118454e-106,5.40486286535259e-104,"DOWN",NA
"ENSG00000112175","BMP5","bone morphogenetic protein 5 [Source:HGNC Symbol;Acc:HGNC:1072]","protein_coding",1462.71693585541,11.7325436649018,0.673041407286803,1.35395210862173e-67,1.71988184369298e-65,"UP",NA
"ENSG00000112186","CAP2","cyclase associated actin cytoskeleton regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:20039]","protein_coding",1954.46200549631,11.9373621981176,0.662136982472697,5.27656985578052e-73,7.81976659772807e-71,"UP",NA
"ENSG00000112195","TREML2","triggering receptor expressed on myeloid cells like 2 [Source:HGNC Symbol;Acc:HGNC:21092]","protein_coding",597.866859900197,-11.8388097226703,3.15265251553637,4.78791512483707e-14,5.11970450815911e-13,"DOWN",NA
"ENSG00000112303","VNN2","vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706]","protein_coding",2833.83106128107,-10.8562393445663,1.08405259339866,1.81437366309973e-22,3.350174445804e-21,"DOWN",NA
"ENSG00000112414","ADGRG6","adhesion G protein-coupled receptor G6 [Source:HGNC Symbol;Acc:HGNC:13841]","protein_coding",8560.48654112549,14.0641155221473,0.847646260602787,8.462058018981e-62,8.59926424543162e-60,"UP",NA
"ENSG00000112799","LY86","lymphocyte antigen 86 [Source:HGNC Symbol;Acc:HGNC:16837]","protein_coding",11426.6525200304,-16.5491210951728,3.6986133223663,1.15349680889165e-22,2.15364817586634e-21,"DOWN",NA
"ENSG00000118523","CCN2","cellular communication network factor 2 [Source:HGNC Symbol;Acc:HGNC:2500]","protein_coding",3750.28578716878,14.244956421784,0.923393028453012,1.22279162729905e-52,8.87584514366512e-51,"UP",NA
"ENSG00000120256","LRP11","LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936]","protein_coding",96.2477250007148,10.260671262148,1.42668176056025,1.26310150351163e-18,1.84309180414975e-17,"UP",NA
"ENSG00000122691","TWIST1","twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]","protein_coding",507.781550480166,15.3660350549566,3.36133922730002,1.13030038479817e-33,3.8333214718769e-32,"UP",NA
"ENSG00000124491","F13A1","coagulation factor XIII A chain [Source:HGNC Symbol;Acc:HGNC:3531]","protein_coding",2719.58907342598,-14.2510150762929,3.45464841917592,1.41346717562173e-17,1.92158600167897e-16,"DOWN",NA
"ENSG00000127951","FGL2","fibrinogen like 2 [Source:HGNC Symbol;Acc:HGNC:3696]","protein_coding",776.428522377185,-12.257003373041,3.17381071857143,4.1738408871574e-15,4.79074096826046e-14,"DOWN",NA
"ENSG00000133561","GIMAP6","GTPase, IMAP family member 6 [Source:HGNC Symbol;Acc:HGNC:21918]","protein_coding",4374.15823649184,-11.508328228534,1.05225461677068,2.50925254165648e-26,5.81419151631053e-25,"DOWN",NA
"ENSG00000133574","GIMAP4","GTPase, IMAP family member 4 [Source:HGNC Symbol;Acc:HGNC:21872]","protein_coding",776.836283155514,-12.1269336247324,3.35913946051376,1.88170766715273e-11,1.60066098538606e-10,"DOWN",NA
